STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sector,Sector,sector2,Counterpart sector,expend,Expenditure and investment,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EL,Greece,2020,,1534.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EL,Greece,2022,,2020.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),ES,Spain,2014,,9989.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),ES,Spain,2015,,10327.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),ES,Spain,2016,,10260.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),ES,Spain,2017,,10855.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),ES,Spain,2018,,11126.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),ES,Spain,2019,,11696.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),ES,Spain,2020,,12051.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),ES,Spain,2021,,13364.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),ES,Spain,2022,,14795.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),ES,Spain,2023,,15803.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2016,,149631.8,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2017,,153783.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2018,,161495.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2019,,166417.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2020,,171443.6,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2021,,182885.8,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EU27_2020,European Union - 27 countries (from 2020),2022,,194965.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EU28,European Union - 28 countries (2013-2020),2016,,183910.6,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EU28,European Union - 28 countries (2013-2020),2017,,185826.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EU28,European Union - 28 countries (2013-2020),2018,,195441.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),EU28,European Union - 28 countries (2013-2020),2019,,201779.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),FI,Finland,2014,,4101.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),FI,Finland,2015,,3968.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),FI,Finland,2016,,3955.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),FI,Finland,2017,,3738.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),FI,Finland,2018,,3591.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),FI,Finland,2019,,3624.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),FI,Finland,2020,,3776.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),FI,Finland,2021,,3844.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),FI,Finland,2022,,3961.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),FI,Finland,2023,,4169.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),FR,France,2014,,26785.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),FR,France,2015,,27377.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),FR,France,2016,,27321.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),FR,France,2017,,28174.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),FR,France,2018,,29015.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),FR,France,2019,,29599.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),FR,France,2020,,29677.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),FR,France,2021,,30885.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),FR,France,2022,,31965.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),FR,France,2023,,33155.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2015,,380.6,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2016,,378.1,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2017,,423.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2018,,450.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2019,,479.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2020,,488.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),HR,Croatia,2021,,518.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2014,,804.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2015,,726.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2016,,862.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2017,,1047.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2018,,1100.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2019,,1088.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2020,,1043.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2021,,2031.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),HU,Hungary,2022,,1422.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IE,Ireland,2014,,1982.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IE,Ireland,2015,,2914.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IE,Ireland,2016,,2938.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IE,Ireland,2017,,2891.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IE,Ireland,2018,,2982.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IE,Ireland,2019,,2982.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IE,Ireland,2020,,3147.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IE,Ireland,2021,,3394.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IE,Ireland,2022,,4349.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IS,Iceland,2014,,193.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IS,Iceland,2015,,244.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IS,Iceland,2016,,270.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IS,Iceland,2017,,301.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IS,Iceland,2018,,272.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IS,Iceland,2019,,283.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IS,Iceland,2020,,277.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IS,Iceland,2021,,310.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IS,Iceland,2022,,362.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IT,Italy,2014,,12944.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IT,Italy,2015,,12542.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IT,Italy,2016,,12370.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IT,Italy,2017,,13052.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IT,Italy,2018,,13714.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IT,Italy,2019,,13967.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IT,Italy,2020,,14558.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINE02(1.0),"Public educational expenditure by education level, programme orientation, type of source and expenditure category",A,Annual,MIO_EUR,Million euro,S13,General government,S1,Total economy,TOTAL,Total,ED5-8,Tertiary education (levels 5-8),IT,Italy,2021,,15540.9,,,,,
